title,links,date,rating,quality,genre,short_description
Dặm Xanh,https://ohitv.net/phim-le/dam-xanh/,10/12/1999,8.6,,"['Phim Chính Kịch', 'Phim Giả Tượng', 'Phim Hình Sự']","“Dặm Xanh” là một bộ phim tâm lý, hình sự nổi tiếng của Mỹ được ra mắt vào năm 1999, dựa trên tiểu thuyết cùng tên của Stephen King. ..."
Les Misérables,https://ohitv.net/phim-le/les-miserables/,01/05/1998,7.4,,"['Phim Chính Kịch', 'Phim Hình Sự', 'Phim Lãng Mạn', 'Phim Lịch Sử']","“Les Misérables” là một bộ phim dựa trên tiểu thuyết cùng tên của nhà văn người Pháp Victor Hugo, được đạo diễn bởi Bille August và ..."
Nhà Tù Shawshank,https://ohitv.net/phim-le/nha-tu-shawshank/,23/09/1994,9.3, 1080p,"['Phim Chính Kịch', 'Phim Hình Sự']","Nhà Tù Shawshank là một bộ phim đầy ấn tượng, mô tả một cuộc sống trong tù đầy khắc nghiệt và đau đớn, nhưng cũng chứa đựng những nghịch lý và sự ..."
Cuộc Sống Gia Đình Nhỏ,https://ohitv.net/phim-bo/cuoc-song-gia-dinh-nho/,14/03/2024,0,,"['Phim Chính Kịch', 'Phim Gia Đình']",Nội dung phim Cuộc Sống Gia Đình Nhỏ đang được cập nhật…
Ẩn Số Về Chúng Ta,https://ohitv.net/phim-bo/an-so-ve-chung-ta/,24/02/2024,10,,"['Phim Chính Kịch', 'Phim Gia Đình']","“Ẩn Số Về Chúng Ta” (2024) kể về Ngụy Khiêm, người phải đối mặt với trách nhiệm chăm sóc em gái ruột Ngụy Ly Ly và cậu em Ngụy Chi ..."
Pháo Hoa Nhân Gia,https://ohitv.net/phim-bo/phao-hoa-nhan-gia/,13/02/2024,0,,"['Phim Chính Kịch', 'Phim Gia Đình']","“Pháo Hoa Nhân Gia” là câu chuyện về sự mạnh mẽ và quyền lực của người phụ nữ trong nhà Kiều Hải Vân. Trong gia đình này, đã có một ..."
Chúng Ta Cùng Nhau Lắc Mặt Trời,https://ohitv.net/phim-le/chung-ta-cung-nhau-lac-mat-troi/,10/02/2024,7.8, CAM,"['Phim Chính Kịch', 'Phim Gia Đình', 'Phim Lãng Mạn']","Diễn viên: Bành Dục Sướng, Lý Canh Hy"
Thượng Hải Phồn Hoa,https://ohitv.net/phim-bo/thuong-hai-phon-hoa/,27/12/2023,9.4,,"['Phim Chính Kịch', 'Phim Gia Đình']","“Thượng Hải Phồn Hoa” (2023) là câu chuyện xoay quanh đầu những năm 1990, trong giai đoạn huy hoàng của Thượng Hải, nơi mà cuộc đua ..."
Hồng Nhung,https://ohitv.net/phim-bo/hong-nhung/,18/12/2023,5.5,,"['Phim Chính Kịch', 'Phim Gia Đình']","“Kızıl Goncalar” là một câu chuyện cảm động về Meryem, người kết hôn từ khi mới 14 tuổi trong một cộng đồng tôn giáo Hồi giáo. Cô ..."
Kỳ Nghỉ Phép 3 Ngày,https://ohitv.net/phim-le/ky-nghi-phep-3-ngay/,06/12/2023,6.1, 720p,"['Phim Chính Kịch', 'Phim Gia Đình', 'Phim Giả Tượng']","Park Bok Ja được cấp một kỳ nghỉ đặc biệt sau khi cô qua đời, cho phép cô đến gặp con gái mình, Bang Jin Joo, một giáo sư đại học sống ở nước ..."
Ngọc Bích,https://ohitv.net/phim-bo/ngoc-bich/,04/09/2023,8,,"['Phim Chính Kịch', 'Phim Gia Đình']","Gia đình Gülsoys, một trong những gia đình hàng đầu tại Cappadocia, đã trải qua sự đoàn tụ sau khi Ateş trở về từ Mỹ. Tuy nhiên, Ateş không chịu ..."
Đồng Thoại Độc Nhất,https://ohitv.net/phim-bo/dong-thoai-doc-nhat/,27/07/2023,6.778,,"['Phim Chính Kịch', 'Phim Gia Đình']","“Đồng Thoại Độc Nhất” là một bộ phim chuyển thể từ tiểu thuyết nổi tiếng “Thỏ Bắt Nạt Cỏ Gần Hang”, mang đến câu chuyện ..."
Chim Lửa,https://ohitv.net/phim-bo/chim-lua/,13/01/2023,9,,"['Phim Chính Kịch', 'Phim Gia Đình']","Năm đứa trẻ làm việc cho một người đàn ông hắc ám tên là Çatal. Một ngày nọ, chúng tìm thấy một em bé bị bỏ rơi trong thùng rác và vì bản năng ..."
Sorbet Nam Việt Quất,https://ohitv.net/phim-bo/sorbet-nam-viet-quat/,28/10/2022,6.8,,"['Phim Chính Kịch', 'Phim Gia Đình']","Kıvılcım (Evrim Alasya), một phụ nữ học thức, thực tế và hiện đại, đã vững vàng đứng lên sau khi ly hôn và tự mình nuôi dạy cả hai cô con gái, ..."
Chim Bói Cá,https://ohitv.net/phim-bo/chim-boi-ca/,23/09/2022,9,,"['Phim Chính Kịch', 'Phim Gia Đình']","Cô gái trẻ, đầy nhiệt huyết và tình yêu, bị ép buộc phải kết hôn với một người đàn ông giàu có, được biết đến với cuộc sống xa hoa và không giữ ..."
Phản Bội,https://ohitv.net/phim-bo/phan-boi/,22/09/2022,6.5,,"['Phim Chính Kịch', 'Phim Gia Đình']","Anh ấy là một vị thẩm phán tòa án gia đình nổi tiếng và được tôn trọng. Còn cô ấy là một phụ nữ trung thực và nguyên tắc, người đã cứu rất nhiều ..."
Ba Chị Em,https://ohitv.net/phim-bo/ba-chi-em/,22/02/2022,7.667,,"['Phim Chính Kịch', 'Phim Gia Đình']","Có một lúc nào đó, trong một đất nước đẹp nhưng bí ẩn, sống ba chị em tên Türkan, Dönüş và Derya. Là một gia đình gắn bó, họ mơ ước về một tương ..."
Đảo Hải Tặc 14: Lễ Hội Hải Tặc,https://ohitv.net/phim-le/dao-hai-tac-14-le-hoi-hai-tac/,09/08/2019,7.5, 1080p,"['Phim Gia Đình', 'Phim Giả Tượng', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","“Đảo Hải Tặc 14: Lễ Hội Hải Tặc” là một phần trong loạt phim điện ảnh của “One Piece”. Trong câu chuyện này, băng Mũ Rơm ..."
Tuổi Thơ Bá Đạo của Sheldon,https://ohitv.net/phim-bo/tuoi-tho-ba-dao-cua-sheldon/,25/09/2017,8.057,,"['Phim Gia Đình', 'Phim Hài']",“Tư duy phản biện của Sheldon” (originally: “Young Sheldon”) là một bộ phim truyền hình ngoại truyện của loạt phim ...
Girl Meets World,https://ohitv.net/phim-bo/girl-meets-world/,27/06/2014,8.365,,"['Phim Gia Đình', 'Phim Hài']",Girl Meets World – Girl Meets World (2014)
Tiếng Hót Chim Hồng Tước,https://ohitv.net/phim-bo/tieng-hot-chim-hong-tuoc/,24/09/2013,7.8,,"['Phim Chính Kịch', 'Phim Gia Đình', 'Phim Lãng Mạn']","Feride, với cuộc sống khó khăn nhưng trái tim đầy nghị lực, bắt đầu một chặng đường mới khi buộc phải nhập học tại một trường nội trú. Đối mặt ..."
Chú Chó Trung Thành,https://ohitv.net/phim-le/chu-cho-trung-thanh/,08/06/2009,8.1,,"['Phim Chính Kịch', 'Phim Gia Đình']","Câu chuyện tiếp tục khi Hachi trở thành một phần không thể thiếu của cuộc sống gia đình Wilson. Mỗi ngày, Hachi đều tiễn Parker đi làm ở ga tàu ..."
Lời Nói Dối Của Em Thật Êm Tai,https://ohitv.net/phim-bo/loi-noi-doi-cua-em-that-em-tai/, ,0,,['Phim Lãng Mạn'],"Lời Nói Dối Của Em Thật Êm Tai xoay quanh một minh tinh độc mồm độc miệng, nổi tiếng lên nhờ scandal nhưng thực chất lại là cô gái ngốc nghếch, ..."
Đồi Trà Tình Yêu,https://ohitv.net/phim-bo/doi-tra-tinh-yeu/,28/05/2024,0,,"['Phim Lãng Mạn', 'Phim Ngắn']","Đồi Trà Tình Yêu (2024) kể về Diệp Tịch Nhan, thiên kim tập đoàn Diệp thị, do Thích Nghiên Địch thủ vai. Trong một lần về vùng nông thôn khảo ..."
Một Màu Xanh Khác,https://ohitv.net/phim-bo/mot-mau-xanh-khac/,08/05/2024,0,,['Phim Lãng Mạn'],"Sau khi Chen Xiao Man trở về quê nhà do mất việc làm ở thành phố, cô phải đối mặt với nhiều khó khăn và thách thức. Tuy nhiên, sự xuất hiện của ..."
Đêm Lãng Mạn Ở Hagwon,https://ohitv.net/phim-bo/dem-lang-man-o-hagwon/,11/05/2024,6,,['Phim Lãng Mạn'],"Sau khi từ chức từ một công ty lớn, Lee Joon Ho quyết định quay lại trường học mà anh đã từng học, nhưng lần này với tư cách là một giảng viên. ..."
Câu Chuyện Hoa Hồng,https://ohitv.net/phim-bo/cau-chuyen-hoa-hong/, ,0,,['Phim Lãng Mạn'],"Huang Yi Mei, sinh ra trong một gia đình học giả, đã lớn lên được che chở cẩn thận, như một bông hoa trong một nhà kính. Từ khi còn nhỏ, cô đã ..."
Thời Đại Niên Thiếu Của Tôi,https://ohitv.net/phim-bo/thoi-dai-nien-thieu-cua-toi/,30/04/2024,0,,['Phim Lãng Mạn'],"“宇宙街” là một khu phố nằm bên bờ biển của thành phố nhỏ, nơi “Vua trẻ” Vương Hoành Vũ, “Nữ thần nhảy” Vệ Tinh, ..."
Tôi Không Nghĩ Về Bất Cứ Điều Gì Khi Tôi Chạy,https://ohitv.net/phim-bo/running-like-a-shooting-star/,17/04/2024,0,,['Phim Lãng Mạn'],"“Câu chuyện về Tề Thiên,” hay còn gọi là “Mắt Cá Chân Vàng,” xoay quanh hành trình trở lại của một thiên tài chạy nước ..."
Tích Hoa Chỉ,https://ohitv.net/phim-bo/tich-hoa-chi/,02/04/2024,0,,['Phim Lãng Mạn'],"Câu chuyện về Hoa Chỉ thật sự là một hành trình trưởng thành và tự do, nơi cô đối diện với những thách thức khó khăn nhưng cũng đầy triển vọng. ..."
Dhevaprom Laorchan,https://ohitv.net/phim-bo/dhevaprom-laorchan/,08/03/2024,0,,['Phim Lãng Mạn'],Tuyển tập tiểu thuyết “Duangjai Thevaphrom” là một câu chuyện về tình yêu và cuộc sống của năm cô gái trẻ thuộc hoàng gia Thevaphrom. ...
Người Yêu Mùa Hè Của Tôi,https://ohitv.net/phim-bo/nguoi-yeu-mua-he-cua-toi/, ,0,,"['Phim Lãng Mạn', 'Phim Ngắn']","“Zhu Jin Hao, ứng cử viên kế vị của Tập đoàn Zhu, nổi tiếng với sự quyết đoán và hiệu quả, luôn ưu tiên lợi ích. Trên đường đi thương lượng ..."
Tên tôi là Loh Kiwan,https://ohitv.net/phim-le/ten-toi-la-loh-kiwan/,19/02/2024,0, 1080p,"['Phim Chính Kịch', 'Phim Lãng Mạn']","Tên tôi là Loh Kiwan kể câu chuyện xoay quanh Loh Ki Wan, một người đào thoát từ Bắc Triều Tiên. Anh đến đất nước xa lạ của Bỉ từ Triều Tiên với ..."
Cạm Bẫy Ngọt Ngào,https://ohitv.net/phim-bo/cam-bay-ngot-ngao/,29/01/2024,0,,['Phim Lãng Mạn'],"Cạm Bẫy Ngọt Ngào (2024) kể về cuộc hành trình của học trò Lý Nại, người đã điều tra vụ đánh cắp thanh kiếm bếp năm sao danh giá, biểu tượng của ..."
Hoa Thiên Cốt,https://ohitv.net/phim-le/hoa-thien-cot/,20/01/2024,4.3,,"['Phim Giả Tượng', 'Phim Hành Động', 'Phim Lãng Mạn']","Trong nỗ lực ngăn chặn sự hồi sinh của con quỷ, Bai Zihua – một người bất tử đã lãnh đạo thế giới bất tử – đã dẫn dắt một cuộc chiến ..."
maboroshi,https://ohitv.net/phim-le/maboroshi/,15/09/2023,7.2,,"['Phim Chính Kịch', 'Phim Giả Tượng', 'Phim Hoạt Hình', 'Phim Lãng Mạn']","“Maboroshi” (2023) kể về một thị trấn nhỏ bị đóng băng vĩnh viễn sau một vụ nổ nhà máy. Trong bối cảnh khắc nghiệt này, cậu bé 14 ..."
Chuyện Tình Chàng Tam Quý,https://ohitv.net/phim-le/chuyen-tinh-chang-tam-quy/,29/07/2023,6.1,,"['Phim Chính Kịch', 'Phim Giả Tượng', 'Phim Lãng Mạn']","Bên trên đám mây xa xa, có một sòng bạc của thiên đường, nơi các thiên thần đánh bạc tiêu khiển bằng vui buồn của nhân gian. Có một vụ cá cược về ..."
Chua & Ngọt,https://ohitv.net/phim-le/chua-ngot/,04/06/2021,6.6,,"['Phim Chính Kịch', 'Phim Hài', 'Phim Lãng Mạn']",“Chua & Ngọt” (tên tiếng Anh: “Sweet & Sour”) là một bộ phim hài lãng mạn Hàn Quốc ra mắt vào năm 2021. Bộ phim ...
Đêm Giao Thừa,https://ohitv.net/phim-le/dem-giao-thua/,10/02/2021,6.3,,"['Phim Chính Kịch', 'Phim Lãng Mạn']",“Đêm Giao Thừa” (New Year Blues) là một bộ phim kể về câu chuyện của bốn cặp nam nữ ở các nơi trên thế giới trong tuần trước năm mới. ...
Cuộc Đời Forrest Gump,https://ohitv.net/phim-le/cuoc-doi-forrest-gump/,23/06/1994,8.8,,"['Phim Chính Kịch', 'Phim Hài', 'Phim Lãng Mạn']","“Cuộc Đời Forrest Gump” là một bộ phim kinh điển của điện ảnh thế giới, kể về cuộc đời phiêu lưu đầy bi kịch và hấp dẫn của nhân vật ..."
Cuốn Theo Chiều Gió,https://ohitv.net/phim-le/cuon-theo-chieu-gio/,15/12/1939,8.2,,"['Phim Chiến Tranh', 'Phim Chính Kịch', 'Phim Lãng Mạn']",“Cuốn Theo Chiều Gió” (tiếng Anh: “Gone with the Wind”) là một trong những tác phẩm văn học và điện ảnh kinh điển nhất ...
Lực Lượng Gìn Giữ Hòa Bình,https://ohitv.net/phim-le/luc-luong-gin-giu-hoa-binh/,01/05/2024,0, CAM,"['Phim Chính Kịch', 'Phim Hành Động']","Các diễn viên chính: Hoàng Cảnh Du, Vương Nhất Bác, Chung Sở Hy, Trương Triết Hạn, Cốc Gia Thành"
Trạm Trưởng,https://ohitv.net/phim-le/tram-truong/,08/04/2024,5, 1080p,"['Phim Gây Cấn', 'Phim Hành Động']",Câu chuyện về cựu Giám đốc Trạm CIA trở lại thế giới gián điệp ngầm sau khi phát hiện cái chết của vợ không phải là một tai nạn hứa hẹn sẽ mang ...
Thiếu nữ và ác long,https://ohitv.net/phim-le/thieu-nu-va-ac-long/,08/03/2024,6.3, 1080p,"['Phim Giả Tượng', 'Phim Hành Động', 'Phim Phiêu Lưu']","“Thiếu nữ và Ác Long” là một câu chuyện kể về cuộc hôn nhân của một cô gái trẻ với một hoàng tử quyến rũ, nhưng nó biến thành một ..."
Alienoid 2: Đa Chiều Hỗn Chiến,https://ohitv.net/phim-le/alienoid-2-da-chieu-hon-chien/,10/01/2024,6.8, 1080p,"['Phim Giả Tượng', 'Phim Hành Động', 'Phim Khoa Học Viễn Tưởng', 'Phim Phiêu Lưu']",“Alienoid 2: Đa Chiều Hỗn Chiến” là một bộ phim khoa học viễn tưởng tiếp tục câu chuyện phức tạp của các nhân vật đối diện với hai ...
Rebel Moon – Phần một: Người con của lửa,https://ohitv.net/phim-le/rebel-moon-phan-mot-nguoi-con-cua-lua/,15/12/2023,5.6, 1080p,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Khoa Học Viễn Tưởng']","Trong “Rebel Moon – Phần một: Người Con của Lửa,” câu chuyện diễn ra khi các thế lực tàn nhẫn từ Thế Giới Mẹ bắt đầu đe dọa một ..."
Đấu Phá Thương Khung: Thức Tỉnh,https://ohitv.net/phim-le/dau-pha-thuong-khung-thuc-tinh/,17/11/2023,5.6,,"['Phim Chính Kịch', 'Phim Giả Tượng', 'Phim Hành Động']","“Đấu Phá Thương Khung: Thức Tỉnh” là câu chuyện về Tiêu Viêm (do Mã Bá Khiên đóng), con trai thứ ba của một trong ba gia tộc lớn nhất ..."
Quái Vật Godzilla Trừ Một,https://ohitv.net/phim-le/quai-vat-godzilla-tru-mot/,03/11/2023,8.3, 1080p,"['Phim Hành Động', 'Phim Khoa Học Viễn Tưởng', 'Phim Kinh Dị']","Trong Quái Vật Godzilla Trừ Một, câu chuyện diễn ra hai năm sau khi Thế chiến thứ hai kết thúc, khi kinh tế của Nhật Bản đang rơi vào tình trạng ..."
Phong Thần: Phần 1 – Phong Vân Triều Ca,https://ohitv.net/phim-le/phong-than-phan-1-phong-van-trieu-ca/,20/07/2023,6.8, 1080p,"['Phim Chiến Tranh', 'Phim Giả Tượng', 'Phim Hành Động']",“Phong Thần: Phần 1 – Phong Vân Triều Ca” (2023) mở đầu khi đất nước đối mặt với hàng loạt hiện tượng kỳ lạ mà trời đất bất ngờ trừng ...
Đảo Hải Tặc: RED,https://ohitv.net/phim-le/one-piece-film-red/,06/08/2022,6.7, 1080p,"['Phim Giả Tượng', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Nhạc', 'Phim Phiêu Lưu']","Trong “ONE PIECE FILM RED,” những fan hâm mộ của loạt phim sẽ được hòa mình vào một hành trình mới đầy phiêu lưu và kỳ thú. Phim tập ..."
Godzilla Đại Chiến Kong,https://ohitv.net/phim-le/godzilla-dai-chien-kong/,24/03/2021,6.3,,"['Phim Gây Cấn', 'Phim Hành Động', 'Phim Khoa Học Viễn Tưởng']","“Godzilla Đại Chiến Kong” là một bộ phim ra mắt vào năm 2021, là phần tiếp theo của series Godzilla và Kong của Nhật Bản. Câu chuyện ..."
Bán Đảo,https://ohitv.net/phim-le/ban-dao/,15/07/2020,5.5,,"['Phim Gây Cấn', 'Phim Hành Động', 'Phim Kinh Dị', 'Phim Phiêu Lưu']",“Bán Đảo” (tên tiếng Anh: “Peninsula”) là một bộ phim Hàn Quốc ra mắt vào năm 2020. Phim kể về cựu quân nhân Jung Seok ...
#Sống Sót,https://ohitv.net/phim-le/song-sot/,24/06/2020,6.3,,"['Phim Gây Cấn', 'Phim Hành Động', 'Phim Kinh Dị', 'Phim Phiêu Lưu']",Bộ phim “#Sống Sót” (2020) kể về những người sống sót bị cô lập trong một thành phố đang bị phong tỏa và cách ly do hậu quả của sự ...
Sứ Giả Của Chúa,https://ohitv.net/phim-le/su-gia-cua-chua/,31/07/2019,6.3,,"['Phim Gây Cấn', 'Phim Hành Động', 'Phim Kinh Dị', 'Phim Phiêu Lưu']",“Sứ Giả Của Chúa” hay tên gọi khác là “Bàn Tay Diệt Quỷ” (tên tiếng Anh: “The Divine Fury”) là một bộ phim ...
Chúa Tể Godzilla: Đế Vương Bất Tử,https://ohitv.net/phim-le/chua-te-godzilla-de-vuong-bat-tu/,29/05/2019,6,,"['Phim Hành Động', 'Phim Khoa Học Viễn Tưởng']","“Chúa Tể Godzilla: Đế Vương Bất Tử” là một bộ phim được phát hành vào năm 2019, nằm trong series Godzilla của Nhật Bản. Câu chuyện ..."
Đảo Hải Tặc: Đảo Trên Trời,https://ohitv.net/phim-le/dao-hai-tac-dao-tren-troi/,25/08/2018,6.7, 1080p,"['Phim Hài', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","Cricket, là con cháu của nhà thám hiểm Noland Nói Dối, một người đã bị coi là kẻ nói dối trong một câu chuyện cổ tích được truyền miệng suốt 400 ..."
Đảo Hải Tặc 13: GOLD,https://ohitv.net/phim-le/dao-hai-tac-13-gold/,23/07/2016,7.1,,"['Phim Hài', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']",“Đảo Hải Tặc 13: GOLD” (2016) là một phần của loạt phim hoạt hình nổi tiếng “One Piece” và diễn ra sau sự kiện tại ...
Godzilla,https://ohitv.net/phim-le/godzilla/,14/05/2014,6.4,,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Khoa Học Viễn Tưởng']","“Godzilla” (2014) là một bộ phim khoa học viễn tưởng Mỹ, là một phiên bản làm lại từ loạt phim Godzilla nổi tiếng của Nhật Bản. Bộ ..."
Bản Cam Kết,https://ohitv.net/phim-le/ban-cam-ket/,05/11/2013,6.6,,"['Phim Chính Kịch', 'Phim Gây Cấn', 'Phim Hành Động']","“Bản Cam Kết” (Commitment) là một bộ phim điệp viên của Hàn Quốc năm 2013, với sự tham gia của ca sĩ K-pop TOP (thành viên của nhóm ..."
Chuyến Tàu Băng Giá,https://ohitv.net/phim-le/chuyen-tau-bang-gia/,01/08/2013,7.1,,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Khoa Học Viễn Tưởng']",“Chuyến Tàu Băng Giá” (tên tiếng Anh: “Snowpiercer”) là một bộ phim khoa học viễn tưởng năm 2013. Bối cảnh của phim được ...
"Đảo Hải Tặc 9: Nở Vào Mùa Đông, Hoa Sakura Diệu Kỳ",https://ohitv.net/phim-le/dao-hai-tac-9-no-vao-mua-dong-hoa-sakura-dieu-ky/,01/03/2008,6.9, 1080p,"['Phim Hài', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","“Đảo Hải Tặc 9: Nở Vào Mùa Đông, Hoa Sakura Diệu Kỳ” là một bộ phim tập trung vào việc gia nhập của Tony Chopper vào băng hải tặc Mũ ..."
Đảo Hải Tặc 8: Cuộc Chiến Ở Vương Quốc Alabasta,https://ohitv.net/phim-le/dao-hai-tac-8-cuoc-chien-o-vuong-quoc-alabasta/,03/03/2007,6.8, 1080p,"['Phim Chính Kịch', 'Phim Hài', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']",“Đảo Hải Tặc 8: Cuộc Chiến Ở Vương Quốc Alabasta” là câu chuyện về cuộc hành trình của băng hải tặc Mũ Rơm khi họ giúp công chúa Vivi ...
Đảo Hải Tặc 7: Tên Khổng Lồ Trong Lâu Đài Karakuri,https://ohitv.net/phim-le/dao-hai-tac-7-ten-khong-lo-trong-lau-dai-karakuri/,04/03/2006,6.4, 1080p,"['Phim Giả Tượng', 'Phim Hài', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Khoa Học Viễn Tưởng', 'Phim Phiêu Lưu']",“Đảo Hải Tặc 7: Tên Khổng Lồ Trong Lâu Đài Karakuri” là câu chuyện về cuộc phiêu lưu của băng hải tặc Mũ Rơm khi họ nhận được một hòm ...
Đảo Hải Tặc 6: Nam Tước Omatsuri Và Hòn Đảo Bí Mật,https://ohitv.net/phim-le/dao-hai-tac-6-nam-tuoc-omatsuri-va-hon-dao-bi-mat/,05/03/2005,7.2, 1080p,"['Phim Hài', 'Phim Hành Động', 'Phim Hoạt Hình']",“Đảo Hải Tặc 6: Nam Tước Omatsuri Và Hòn Đảo Bí Mật” là câu chuyện về cuộc phiêu lưu của băng hải tặc Mũ Rơm sau khi họ nhận được lời ...
Đảo Hải Tặc 5: Lời Nguyền Thành Kiếm,https://ohitv.net/phim-le/dao-hai-tac-5-loi-nguyen-thanh-kiem/,06/03/2004,6.5, 1080p,"['Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","“Đảo Hải Tặc 5: Lời Nguyền Thành Kiếm” tập trung vào cuộc phiêu lưu của băng hải tặc Mũ Rơm trên Asuka Island, nơi họ nghe về một ..."
Đảo Hải Tặc 4: Cuộc Đua Tử Thần,https://ohitv.net/phim-le/dao-hai-tac-4-cuoc-dua-tu-than/,01/03/2003,7.2, 1080p,"['Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","“Đảo Hải Tặc 4: Cuộc Đua Tử Thần” xoay quanh cuộc hành trình của nhóm Luffy đến bến cảng Anabaru, nơi đang diễn ra một cuộc đua xe tử ..."
Đảo Hải Tặc 3: Vương Quốc Chopper Trên Đảo Của Những Sinh Vật Lạ,https://ohitv.net/phim-le/dao-hai-tac-3-vuong-quoc-chopper-tren-dao-cua-nhung-sinh-vat-la/,02/03/2002,6.2, 1080p,"['Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","“Đảo Hải Tặc 3: Vương Quốc Chopper Trên Đảo Của Những Sinh Vật Lạ” tiếp tục cuộc hành trình của băng hải tặc Mũ Rơm, nhưng lần này họ ..."
Đảo Hải Tặc 2: Cuộc Phiêu Lưu Trên Đảo Đồng Hồ,https://ohitv.net/phim-le/dao-hai-tac-2-cuoc-phieu-luu-tren-dao-dong-ho/,03/03/2001,6.6, 1080p,"['Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","“Đảo Hải Tặc 2: Cuộc Phiêu Lưu Trên Đảo Đồng Hồ” là phần tiếp theo của loạt phim hoạt hình “Đảo Hải Tặc”, tiếp tục câu ..."
Đảo Hải Tặc 1: Đảo Châu Báu,https://ohitv.net/phim-le/dao-hai-tac-1-dao-chau-bau/,04/03/2000,6.6, 1080p,"['Phim Giả Tượng', 'Phim Hài', 'Phim Hành Động', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']","“Đảo Hải Tặc 1: Đảo Châu Báu” là một bộ phim hoạt hình đầu tiên trong loạt phim “Đảo Hải Tặc”, dựa trên loạt truyện tranh ..."
Khó Tìm,https://ohitv.net/phim-bo/kho-tim/,02/04/2024,0,,"['Phim Giả Tượng', 'Phim Ngắn']","Khó Tìm (Nan Tầm) là câu chuyện kể về Công chúa Phượng Diên và Thiếu gia Liên Hi. Họ là một cặp được định sẵn để nên duyên, tuy nhiên, họ đã đưa ..."
Tuyết Ưng Lĩnh Chủ,https://ohitv.net/phim-bo/tuyet-ung-linh-chu/,21/06/2023,0,,['Phim Giả Tượng'],"“Tuyết Ưng Lĩnh Chủ” là một bộ phim cổ trang Trung Quốc đầy kịch tính, kể về cuộc hành trình đầy gian nan và trưởng thành của nhân ..."
Con Tàu Chiến Thắng,https://ohitv.net/phim-le/con-tau-chien-thang/,05/02/2021,6.5,,"['Phim Chính Kịch', 'Phim Giả Tượng', 'Phim Khoa Học Viễn Tưởng']",“Con Tàu Chiến Thắng” (tên tiếng Anh: “The Wandering Earth”) là một bộ phim khoa học viễn tưởng Trung Quốc ra mắt vào năm ...
Harry Potter và Bảo Bối Tử Thần: Phần 2,https://ohitv.net/phim-le/harry-potter-va-bao-boi-tu-than-phan-2/,12/07/2011,8.1, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']","Harry Potter và Bảo Bối Tử Thần: Phần 2 (2011) tiếp tục cuộc hành trình của Harry Potter, Ron và Hermione trong việc tìm và tiêu diệt Trường Sinh ..."
Harry Potter và Bảo Bối Tử Thần: Phần 1,https://ohitv.net/phim-le/harry-potter-va-bao-boi-tu-than-phan-1/,17/11/2010,7.7, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']",Harry Potter và Bảo Bối Tử Thần: Phần 1 (2010) kể về cuộc hành trình của Harry Potter khi anh rời khỏi ngôi nhà của gia đình Dursley lần cuối ...
Đảo Hải Tặc 10: Thế Giới Sức Mạnh,https://ohitv.net/phim-le/dao-hai-tac-10-the-gioi-suc-manh/,12/12/2009,7.5, 1080p,"['Phim Giả Tượng', 'Phim Hoạt Hình', 'Phim Phiêu Lưu']",“Đảo Hải Tặc 10: Thế Giới Sức Mạnh” là một phần trong loạt phim điện ảnh “One Piece” và tập trung vào câu chuyện về nhân ...
Harry Potter và Hoàng Tử Lai,https://ohitv.net/phim-le/harry-potter-va-hoang-tu-lai/,15/07/2009,7.6, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']","“Harry Potter và Hoàng Tử Lai” (2009) là phần thứ sáu trong loạt sách và bộ phim Harry Potter. Trong năm thứ sáu tại Hogwarts, Harry ..."
Harry Potter và Mệnh Lệnh Phượng Hoàng,https://ohitv.net/phim-le/harry-potter-va-menh-lenh-phuong-hoang/,08/07/2007,7.5, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']","“Harry Potter và Mệnh Lệnh Phượng Hoàng” (2007) là phần thứ bảy trong loạt sách và bộ phim Harry Potter. Trong phần này, Harry Potter ..."
Harry Potter và Chiếc Cốc Lửa,https://ohitv.net/phim-le/harry-potter-va-chiec-coc-lua/,16/11/2005,7.7, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']","“Harry Potter và Chiếc Cốc Lửa” (2005) tiếp tục câu chuyện của Harry Potter khi cậu bước vào năm thứ tư tại Hogwarts. Trong phần này, ..."
